Order ID,Product ID,Customer ID,Product Name,Category,Region,Date of Sale,Quantity Sold,Unit Price,Discount,Shipping Cost,Payment Method,Customer Name,Customer Email,Customer Address
5078,P696,C634,iPhone 15 Pro,Electronics,Europe,2024-07-01,2,69.38,0.13,14.96,PayPal,Customer_7,customer_7@email.com,"786 Main St, City, State 47477"
4267,P900,C462,Levi's 501 Jeans,Electronics,Asia,2024-02-10,5,810.55,0.02,16.79,Credit Card,Customer_89,customer_89@email.com,"234 Main St, City, State 70218"
4629,P631,C601,Levi's 501 Jeans,Shoes,Europe,2024-09-05,3,89.77,0.12,20.84,Debit Card,Customer_87,customer_87@email.com,"681 Main St, City, State 63238"
5642,P510,C533,UltraBoost Running Shoes,Electronics,North America,2024-07-12,3,292.07,0.02,23.06,PayPal,Customer_11,customer_11@email.com,"821 Main St, City, State 63344"
4736,P787,C353,Sony WH-1000XM5 Headphones,Electronics,North America,2024-07-23,1,496.14,0.14,12.71,PayPal,Customer_26,customer_26@email.com,"100 Main St, City, State 55487"
9082,P198,C387,iPhone 15 Pro,Electronics,South America,2024-12-30,3,115.86,0.11,18.36,PayPal,Customer_100,customer_100@email.com,"966 Main St, City, State 20687"
3203,P832,C338,UltraBoost Running Shoes,Shoes,Europe,2024-10-31,5,755.7,0.07,20.03,Debit Card,Customer_66,customer_66@email.com,"57 Main St, City, State 72716"
7669,P869,C432,Levi's 501 Jeans,Electronics,North America,2024-02-04,5,507.46,0.18,6.15,Credit Card,Customer_49,customer_49@email.com,"289 Main St, City, State 18818"
1522,P659,C191,iPhone 15 Pro,Shoes,South America,2024-01-19,5,1202.51,0.19,16.15,Debit Card,Customer_38,customer_38@email.com,"552 Main St, City, State 89762"
2782,P569,C194,Levi's 501 Jeans,Clothing,Asia,2024-10-22,3,901.02,0.16,13.88,Debit Card,Customer_81,customer_81@email.com,"982 Main St, City, State 12338"
4248,P471,C889,iPhone 15 Pro,Shoes,North America,2024-05-11,2,350.15,0.04,23.09,Credit Card,Customer_56,customer_56@email.com,"142 Main St, City, State 76258"
5072,P145,C305,iPhone 15 Pro,Clothing,Europe,2024-04-03,3,285.71,0.05,27.64,PayPal,Customer_25,customer_25@email.com,"261 Main St, City, State 45664"
6637,P378,C932,Levi's 501 Jeans,Clothing,North America,2024-01-23,5,67.72,0.2,27.22,Credit Card,Customer_7,customer_7@email.com,"977 Main St, City, State 85065"
5976,P975,C588,Levi's 501 Jeans,Clothing,Asia,2024-05-31,3,636.05,0.05,18.53,PayPal,Customer_14,customer_14@email.com,"55 Main St, City, State 86327"
6823,P240,C522,Levi's 501 Jeans,Clothing,South America,2024-05-21,4,469.85,0.11,14.65,PayPal,Customer_93,customer_93@email.com,"169 Main St, City, State 50159"
9482,P889,C216,iPhone 15 Pro,Shoes,South America,2024-07-25,2,1092.99,0.1,25.28,Credit Card,Customer_89,customer_89@email.com,"907 Main St, City, State 87756"
7842,P122,C553,UltraBoost Running Shoes,Shoes,Europe,2024-10-21,4,1447.2,0.14,23.94,Credit Card,Customer_77,customer_77@email.com,"404 Main St, City, State 41129"
8596,P297,C516,iPhone 15 Pro,Clothing,North America,2024-12-09,5,291.09,0.16,13.05,PayPal,Customer_23,customer_23@email.com,"155 Main St, City, State 57019"
5662,P783,C612,iPhone 15 Pro,Electronics,Europe,2024-08-21,1,1444.72,0.03,5.53,PayPal,Customer_92,customer_92@email.com,"346 Main St, City, State 39414"
2881,P293,C459,iPhone 15 Pro,Shoes,North America,2024-04-22,1,725.88,0.16,5.49,PayPal,Customer_36,customer_36@email.com,"465 Main St, City, State 48797"
7839,P552,C523,Sony WH-1000XM5 Headphones,Shoes,North America,2024-12-28,2,1169.35,0.1,10.75,Debit Card,Customer_6,customer_6@email.com,"424 Main St, City, State 76422"
8857,P512,C159,UltraBoost Running Shoes,Shoes,Asia,2024-01-15,1,221.26,0.05,9.21,Credit Card,Customer_5,customer_5@email.com,"987 Main St, City, State 85664"
4694,P963,C573,iPhone 15 Pro,Electronics,Europe,2024-07-24,5,241.18,0.04,20.54,Debit Card,Customer_80,customer_80@email.com,"225 Main St, City, State 51379"
8095,P519,C179,UltraBoost Running Shoes,Clothing,North America,2024-10-01,4,982.61,0.03,27.86,Debit Card,Customer_81,customer_81@email.com,"644 Main St, City, State 80672"
4233,P940,C249,Levi's 501 Jeans,Clothing,Asia,2024-05-24,2,154.63,0.03,15.7,Debit Card,Customer_100,customer_100@email.com,"909 Main St, City, State 10165"
5209,P417,C230,Sony WH-1000XM5 Headphones,Shoes,Asia,2024-03-04,1,644.88,0.11,14.28,Credit Card,Customer_79,customer_79@email.com,"499 Main St, City, State 93279"
8348,P816,C591,iPhone 15 Pro,Clothing,Europe,2024-10-10,2,959.12,0.02,22.12,PayPal,Customer_35,customer_35@email.com,"554 Main St, City, State 76418"
9586,P672,C637,UltraBoost Running Shoes,Shoes,Europe,2025-01-06,1,135.49,0.01,16.88,Credit Card,Customer_98,customer_98@email.com,"327 Main St, City, State 44161"
4075,P361,C273,iPhone 15 Pro,Shoes,South America,2024-05-03,2,1484.23,0.17,21.66,Credit Card,Customer_49,customer_49@email.com,"364 Main St, City, State 66039"
1261,P869,C505,UltraBoost Running Shoes,Clothing,North America,2024-04-08,5,498.9,0.1,28.25,Debit Card,Customer_87,customer_87@email.com,"58 Main St, City, State 27881"
1266,P173,C624,iPhone 15 Pro,Clothing,South America,2024-11-17,3,585.58,0.15,18.76,Credit Card,Customer_69,customer_69@email.com,"525 Main St, City, State 77469"
9096,P129,C496,UltraBoost Running Shoes,Shoes,Asia,2024-11-04,1,726.85,0.2,23.9,Debit Card,Customer_49,customer_49@email.com,"444 Main St, City, State 53252"
5288,P689,C494,iPhone 15 Pro,Shoes,Europe,2024-03-13,1,359.39,0.18,18.48,PayPal,Customer_78,customer_78@email.com,"721 Main St, City, State 41344"
4024,P392,C763,Levi's 501 Jeans,Shoes,Europe,2024-12-01,3,670.29,0.16,14.86,Debit Card,Customer_12,customer_12@email.com,"245 Main St, City, State 86964"
9241,P748,C785,Levi's 501 Jeans,Shoes,Europe,2024-10-24,3,254.56,0.19,18.67,Credit Card,Customer_65,customer_65@email.com,"333 Main St, City, State 34345"
1425,P195,C678,Sony WH-1000XM5 Headphones,Electronics,North America,2024-05-28,2,1416.2,0.07,24.42,Debit Card,Customer_57,customer_57@email.com,"249 Main St, City, State 23360"
8304,P815,C707,iPhone 15 Pro,Shoes,Asia,2024-08-30,4,780.12,0.12,24.95,PayPal,Customer_36,customer_36@email.com,"869 Main St, City, State 68467"
8336,P227,C106,iPhone 15 Pro,Electronics,North America,2024-04-23,1,1411.92,0.07,17.89,Credit Card,Customer_19,customer_19@email.com,"619 Main St, City, State 87314"
6974,P954,C299,Levi's 501 Jeans,Shoes,Asia,2024-09-01,1,897.38,0.19,17.07,Debit Card,Customer_76,customer_76@email.com,"799 Main St, City, State 97948"
1539,P534,C622,Levi's 501 Jeans,Electronics,Europe,2024-10-29,2,80.88,0.1,8.23,Credit Card,Customer_56,customer_56@email.com,"808 Main St, City, State 28072"
8695,P129,C738,iPhone 15 Pro,Shoes,North America,2024-07-08,4,673.87,0.04,24.82,Credit Card,Customer_79,customer_79@email.com,"588 Main St, City, State 20447"
7628,P216,C438,UltraBoost Running Shoes,Shoes,South America,2024-04-12,1,353.1,0.14,7.54,PayPal,Customer_94,customer_94@email.com,"260 Main St, City, State 73794"
1193,P153,C155,UltraBoost Running Shoes,Shoes,Europe,2024-04-08,2,266.95,0.04,11.75,Credit Card,Customer_12,customer_12@email.com,"722 Main St, City, State 52215"
1670,P474,C281,Levi's 501 Jeans,Shoes,Asia,2024-03-11,1,1108.32,0.1,16.74,Debit Card,Customer_52,customer_52@email.com,"660 Main St, City, State 71435"
3855,P782,C687,Sony WH-1000XM5 Headphones,Shoes,North America,2024-01-19,2,1251.23,0.07,13.4,Debit Card,Customer_70,customer_70@email.com,"812 Main St, City, State 97435"
1401,P849,C810,Levi's 501 Jeans,Electronics,North America,2024-06-27,3,657.95,0.14,29.2,Credit Card,Customer_84,customer_84@email.com,"712 Main St, City, State 40138"
8712,P563,C290,UltraBoost Running Shoes,Clothing,Europe,2024-02-06,4,745.62,0.14,29.14,Debit Card,Customer_83,customer_83@email.com,"311 Main St, City, State 32032"
5739,P998,C961,Sony WH-1000XM5 Headphones,Clothing,South America,2024-05-09,4,1092.37,0.08,8.28,Debit Card,Customer_41,customer_41@email.com,"650 Main St, City, State 50831"
9239,P503,C333,Sony WH-1000XM5 Headphones,Clothing,South America,2024-07-22,5,68.85,0.06,16.31,Credit Card,Customer_95,customer_95@email.com,"677 Main St, City, State 78723"
8810,P145,C152,Levi's 501 Jeans,Shoes,South America,2024-04-14,3,1415.55,0.11,24.6,Credit Card,Customer_61,customer_61@email.com,"656 Main St, City, State 63802"
2968,P351,C305,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-04-04,3,357.14,0.18,16.62,Debit Card,Customer_58,customer_58@email.com,"138 Main St, City, State 51862"
8172,P847,C726,UltraBoost Running Shoes,Clothing,North America,2024-04-20,5,1392.2,0.07,18.24,PayPal,Customer_66,customer_66@email.com,"675 Main St, City, State 61906"
3748,P214,C820,Sony WH-1000XM5 Headphones,Electronics,North America,2024-02-10,2,360.54,0.11,13.89,PayPal,Customer_31,customer_31@email.com,"834 Main St, City, State 10672"
6793,P975,C411,Sony WH-1000XM5 Headphones,Electronics,Asia,2024-08-13,1,929.23,0.19,29.47,Credit Card,Customer_61,customer_61@email.com,"373 Main St, City, State 85342"
4458,P325,C205,Levi's 501 Jeans,Electronics,South America,2024-04-25,1,1135.21,0.06,24.11,PayPal,Customer_95,customer_95@email.com,"419 Main St, City, State 12045"
2053,P132,C942,iPhone 15 Pro,Shoes,North America,2024-08-06,5,213.92,0.15,25.39,Credit Card,Customer_75,customer_75@email.com,"91 Main St, City, State 22390"
5675,P159,C620,Sony WH-1000XM5 Headphones,Shoes,South America,2024-11-10,5,189.01,0.12,23.76,Debit Card,Customer_26,customer_26@email.com,"467 Main St, City, State 76162"
1704,P825,C757,Sony WH-1000XM5 Headphones,Electronics,North America,2024-03-25,5,513.01,0.14,17.05,Credit Card,Customer_72,customer_72@email.com,"817 Main St, City, State 21252"
4516,P454,C592,UltraBoost Running Shoes,Shoes,North America,2024-06-03,1,1266.77,0.04,27.87,PayPal,Customer_3,customer_3@email.com,"489 Main St, City, State 79276"
1700,P797,C459,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-05-12,1,1179.93,0.05,17.25,Debit Card,Customer_19,customer_19@email.com,"164 Main St, City, State 48287"
7855,P596,C503,UltraBoost Running Shoes,Clothing,North America,2024-10-01,3,573.83,0.18,15.41,Debit Card,Customer_12,customer_12@email.com,"609 Main St, City, State 28747"
8650,P461,C768,Levi's 501 Jeans,Electronics,Europe,2024-05-14,2,227.67,0.07,20.14,Credit Card,Customer_54,customer_54@email.com,"489 Main St, City, State 89741"
5287,P647,C678,UltraBoost Running Shoes,Clothing,Asia,2024-06-19,1,1023.35,0.11,17.42,Credit Card,Customer_30,customer_30@email.com,"746 Main St, City, State 82645"
8853,P994,C545,UltraBoost Running Shoes,Clothing,Asia,2024-03-14,3,1421.29,0.19,16.5,PayPal,Customer_80,customer_80@email.com,"796 Main St, City, State 68709"
5229,P517,C749,Levi's 501 Jeans,Electronics,North America,2024-03-04,5,446.21,0.17,7.62,Credit Card,Customer_44,customer_44@email.com,"597 Main St, City, State 97796"
7427,P543,C434,Levi's 501 Jeans,Clothing,Asia,2024-07-19,2,449.46,0.17,9.11,Debit Card,Customer_25,customer_25@email.com,"445 Main St, City, State 65983"
4887,P713,C927,Levi's 501 Jeans,Electronics,Asia,2024-04-14,3,375.28,0.01,7.56,Credit Card,Customer_80,customer_80@email.com,"682 Main St, City, State 64758"
2216,P152,C907,Sony WH-1000XM5 Headphones,Clothing,Asia,2024-10-21,1,952.79,0.15,18.13,Credit Card,Customer_12,customer_12@email.com,"839 Main St, City, State 47488"
1315,P210,C490,iPhone 15 Pro,Shoes,Europe,2024-11-21,4,1107.84,0.07,15.48,Debit Card,Customer_90,customer_90@email.com,"287 Main St, City, State 40406"
6823,P718,C414,UltraBoost Running Shoes,Clothing,North America,2024-12-08,3,1472.93,0.12,8.57,Debit Card,Customer_94,customer_94@email.com,"147 Main St, City, State 72127"
3215,P696,C830,Sony WH-1000XM5 Headphones,Shoes,Asia,2024-10-06,3,221.72,0.02,21.53,Debit Card,Customer_8,customer_8@email.com,"541 Main St, City, State 51485"
8523,P725,C239,Sony WH-1000XM5 Headphones,Shoes,North America,2024-02-12,5,936.31,0.0,10.43,Credit Card,Customer_36,customer_36@email.com,"468 Main St, City, State 50230"
6511,P192,C898,Levi's 501 Jeans,Clothing,Europe,2025-01-09,1,1283.5,0.01,23.05,Credit Card,Customer_93,customer_93@email.com,"745 Main St, City, State 17216"
8843,P350,C930,iPhone 15 Pro,Electronics,Asia,2025-01-08,1,1006.18,0.12,17.21,Credit Card,Customer_73,customer_73@email.com,"504 Main St, City, State 79810"
1752,P365,C946,Sony WH-1000XM5 Headphones,Shoes,South America,2024-10-27,1,863.77,0.16,12.94,Credit Card,Customer_86,customer_86@email.com,"286 Main St, City, State 78973"
3995,P733,C114,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-08-18,3,77.41,0.06,8.89,Credit Card,Customer_96,customer_96@email.com,"449 Main St, City, State 91460"
1053,P130,C949,Levi's 501 Jeans,Clothing,North America,2025-01-09,1,1156.99,0.09,24.35,PayPal,Customer_80,customer_80@email.com,"729 Main St, City, State 70113"
5723,P840,C701,UltraBoost Running Shoes,Clothing,Europe,2024-11-15,4,442.49,0.01,8.01,PayPal,Customer_56,customer_56@email.com,"140 Main St, City, State 98480"
4776,P485,C648,iPhone 15 Pro,Electronics,Europe,2024-04-01,1,128.81,0.07,26.65,Credit Card,Customer_57,customer_57@email.com,"548 Main St, City, State 15605"
1549,P410,C207,UltraBoost Running Shoes,Electronics,Europe,2024-12-09,5,323.38,0.03,10.48,Debit Card,Customer_54,customer_54@email.com,"629 Main St, City, State 53301"
5830,P882,C961,Levi's 501 Jeans,Electronics,Europe,2024-05-25,1,578.85,0.08,12.55,Debit Card,Customer_35,customer_35@email.com,"925 Main St, City, State 19487"
3746,P170,C903,UltraBoost Running Shoes,Clothing,Europe,2024-06-16,5,383.73,0.14,24.68,Credit Card,Customer_66,customer_66@email.com,"66 Main St, City, State 18846"
9765,P317,C592,Levi's 501 Jeans,Electronics,Asia,2024-04-02,1,457.75,0.15,28.12,Debit Card,Customer_43,customer_43@email.com,"966 Main St, City, State 71110"
1448,P144,C729,Levi's 501 Jeans,Clothing,North America,2024-02-26,3,97.79,0.13,8.13,Credit Card,Customer_7,customer_7@email.com,"116 Main St, City, State 61653"
9069,P190,C409,Sony WH-1000XM5 Headphones,Shoes,Europe,2024-03-08,1,629.04,0.15,18.1,PayPal,Customer_63,customer_63@email.com,"458 Main St, City, State 33788"
2006,P919,C217,iPhone 15 Pro,Electronics,Europe,2024-05-12,1,1067.78,0.04,21.59,Debit Card,Customer_47,customer_47@email.com,"924 Main St, City, State 29982"
7469,P623,C865,iPhone 15 Pro,Clothing,Europe,2024-12-20,5,610.67,0.06,27.68,Debit Card,Customer_18,customer_18@email.com,"535 Main St, City, State 58854"
1818,P161,C889,UltraBoost Running Shoes,Electronics,South America,2024-03-23,1,832.23,0.09,16.37,Credit Card,Customer_40,customer_40@email.com,"838 Main St, City, State 55478"
6078,P959,C644,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-03-29,2,569.04,0.05,23.89,Debit Card,Customer_13,customer_13@email.com,"637 Main St, City, State 93479"
1413,P893,C865,Levi's 501 Jeans,Electronics,South America,2024-04-14,5,129.65,0.15,11.29,Credit Card,Customer_72,customer_72@email.com,"768 Main St, City, State 78691"
5949,P901,C333,iPhone 15 Pro,Electronics,South America,2024-10-02,4,700.6,0.14,26.53,Credit Card,Customer_26,customer_26@email.com,"824 Main St, City, State 10443"
2070,P122,C357,UltraBoost Running Shoes,Clothing,Europe,2024-12-08,5,1069.39,0.19,18.1,Credit Card,Customer_28,customer_28@email.com,"6 Main St, City, State 57940"
3055,P405,C627,Sony WH-1000XM5 Headphones,Electronics,North America,2024-04-17,1,467.9,0.1,14.49,PayPal,Customer_29,customer_29@email.com,"760 Main St, City, State 73429"
3662,P572,C885,Levi's 501 Jeans,Shoes,North America,2024-08-18,3,1183.24,0.15,17.84,PayPal,Customer_84,customer_84@email.com,"736 Main St, City, State 23712"
2929,P650,C729,UltraBoost Running Shoes,Clothing,North America,2024-12-20,5,185.02,0.13,26.12,Credit Card,Customer_31,customer_31@email.com,"711 Main St, City, State 54420"
4154,P621,C644,Sony WH-1000XM5 Headphones,Shoes,Asia,2024-12-24,3,1147.58,0.06,27.12,Credit Card,Customer_44,customer_44@email.com,"20 Main St, City, State 88461"
4246,P983,C831,Levi's 501 Jeans,Shoes,Europe,2024-09-21,1,633.42,0.13,8.26,Debit Card,Customer_53,customer_53@email.com,"935 Main St, City, State 35017"
3044,P466,C501,Sony WH-1000XM5 Headphones,Clothing,Asia,2024-12-18,5,893.58,0.19,19.74,Debit Card,Customer_31,customer_31@email.com,"138 Main St, City, State 41052"
6410,P295,C577,Sony WH-1000XM5 Headphones,Shoes,Europe,2024-12-02,2,645.52,0.19,18.53,Credit Card,Customer_7,customer_7@email.com,"104 Main St, City, State 61265"
4045,P207,C671,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-12-04,2,1254.07,0.2,11.89,PayPal,Customer_1,customer_1@email.com,"603 Main St, City, State 56035"
7981,P117,C904,Levi's 501 Jeans,Electronics,Europe,2024-09-01,4,565.5,0.07,14.62,Debit Card,Customer_53,customer_53@email.com,"697 Main St, City, State 66487"
9661,P898,C744,iPhone 15 Pro,Shoes,Asia,2024-03-04,1,617.82,0.08,17.03,PayPal,Customer_10,customer_10@email.com,"42 Main St, City, State 26078"
8494,P352,C673,Sony WH-1000XM5 Headphones,Electronics,South America,2024-04-04,1,462.72,0.19,24.92,Debit Card,Customer_72,customer_72@email.com,"696 Main St, City, State 97474"
5506,P276,C193,UltraBoost Running Shoes,Electronics,Asia,2024-09-14,2,157.75,0.19,17.55,Debit Card,Customer_83,customer_83@email.com,"647 Main St, City, State 45114"
6384,P216,C476,Levi's 501 Jeans,Electronics,North America,2024-03-28,1,968.09,0.19,8.57,Debit Card,Customer_47,customer_47@email.com,"717 Main St, City, State 84879"
1539,P491,C723,UltraBoost Running Shoes,Clothing,Europe,2024-09-26,1,1204.18,0.08,6.49,PayPal,Customer_7,customer_7@email.com,"116 Main St, City, State 74514"
5198,P416,C813,Levi's 501 Jeans,Electronics,Europe,2024-05-23,1,743.11,0.05,14.22,Credit Card,Customer_83,customer_83@email.com,"926 Main St, City, State 53439"
1777,P395,C615,iPhone 15 Pro,Clothing,Asia,2024-08-30,3,237.62,0.16,18.96,Credit Card,Customer_63,customer_63@email.com,"446 Main St, City, State 45429"
3361,P282,C199,UltraBoost Running Shoes,Clothing,Asia,2024-12-06,3,1234.58,0.16,8.12,PayPal,Customer_34,customer_34@email.com,"695 Main St, City, State 91158"
1477,P307,C123,UltraBoost Running Shoes,Clothing,North America,2024-07-13,5,1288.04,0.06,27.15,Debit Card,Customer_76,customer_76@email.com,"889 Main St, City, State 74629"
7841,P993,C907,iPhone 15 Pro,Shoes,Europe,2024-03-11,5,852.67,0.14,7.79,PayPal,Customer_53,customer_53@email.com,"781 Main St, City, State 90913"
1327,P238,C338,Sony WH-1000XM5 Headphones,Shoes,Europe,2024-09-16,4,924.31,0.03,25.79,Credit Card,Customer_25,customer_25@email.com,"957 Main St, City, State 49165"
2991,P907,C814,iPhone 15 Pro,Clothing,North America,2024-02-28,1,459.38,0.11,9.81,PayPal,Customer_90,customer_90@email.com,"409 Main St, City, State 45531"
5421,P586,C865,UltraBoost Running Shoes,Clothing,Europe,2024-10-27,5,230.98,0.1,7.26,Debit Card,Customer_5,customer_5@email.com,"578 Main St, City, State 20489"
3202,P885,C921,Sony WH-1000XM5 Headphones,Clothing,Asia,2024-01-24,5,1219.7,0.08,19.88,Debit Card,Customer_52,customer_52@email.com,"764 Main St, City, State 59871"
2852,P270,C211,Sony WH-1000XM5 Headphones,Electronics,North America,2024-04-06,3,409.67,0.2,25.16,PayPal,Customer_91,customer_91@email.com,"701 Main St, City, State 99608"
8059,P392,C445,iPhone 15 Pro,Clothing,South America,2024-05-21,5,1141.29,0.15,12.4,Credit Card,Customer_13,customer_13@email.com,"259 Main St, City, State 64563"
2424,P540,C764,UltraBoost Running Shoes,Shoes,Europe,2024-01-30,3,1476.47,0.02,5.96,PayPal,Customer_20,customer_20@email.com,"767 Main St, City, State 36299"
9284,P912,C375,iPhone 15 Pro,Clothing,Asia,2024-12-22,5,435.28,0.03,11.93,PayPal,Customer_66,customer_66@email.com,"125 Main St, City, State 63205"
9482,P817,C670,Levi's 501 Jeans,Shoes,Europe,2024-01-26,1,801.1,0.16,29.74,PayPal,Customer_1,customer_1@email.com,"415 Main St, City, State 29298"
6320,P608,C498,Sony WH-1000XM5 Headphones,Shoes,South America,2024-06-12,3,683.82,0.16,5.33,Debit Card,Customer_15,customer_15@email.com,"740 Main St, City, State 97550"
4718,P915,C133,iPhone 15 Pro,Shoes,South America,2025-01-05,3,163.31,0.19,10.24,PayPal,Customer_5,customer_5@email.com,"353 Main St, City, State 36388"
2457,P943,C261,UltraBoost Running Shoes,Shoes,Europe,2024-07-14,3,213.89,0.09,28.12,Debit Card,Customer_50,customer_50@email.com,"108 Main St, City, State 48410"
1992,P329,C798,UltraBoost Running Shoes,Clothing,Asia,2025-01-03,2,197.08,0.02,14.99,Credit Card,Customer_30,customer_30@email.com,"554 Main St, City, State 41145"
3480,P894,C896,iPhone 15 Pro,Shoes,North America,2024-07-03,2,84.86,0.15,14.65,PayPal,Customer_25,customer_25@email.com,"774 Main St, City, State 95745"
6972,P213,C683,Levi's 501 Jeans,Electronics,Asia,2024-05-23,4,734.6,0.05,19.09,PayPal,Customer_77,customer_77@email.com,"943 Main St, City, State 51267"
2873,P730,C142,iPhone 15 Pro,Clothing,Asia,2024-05-28,1,1370.75,0.04,11.0,Debit Card,Customer_58,customer_58@email.com,"837 Main St, City, State 14310"
4749,P884,C116,Levi's 501 Jeans,Clothing,South America,2024-03-22,3,1156.12,0.17,14.73,PayPal,Customer_86,customer_86@email.com,"737 Main St, City, State 85957"
3272,P367,C687,iPhone 15 Pro,Electronics,Asia,2024-07-19,1,181.01,0.13,15.89,PayPal,Customer_47,customer_47@email.com,"372 Main St, City, State 28223"
1590,P768,C160,iPhone 15 Pro,Electronics,North America,2024-01-12,2,1422.7,0.03,14.68,PayPal,Customer_78,customer_78@email.com,"972 Main St, City, State 85649"
6870,P447,C534,UltraBoost Running Shoes,Electronics,North America,2024-08-10,1,215.62,0.15,19.47,PayPal,Customer_70,customer_70@email.com,"993 Main St, City, State 99544"
6437,P827,C147,iPhone 15 Pro,Electronics,North America,2024-05-01,4,78.74,0.01,15.17,Debit Card,Customer_93,customer_93@email.com,"647 Main St, City, State 44051"
7632,P693,C312,Sony WH-1000XM5 Headphones,Clothing,North America,2024-11-20,2,415.75,0.09,10.47,Debit Card,Customer_39,customer_39@email.com,"417 Main St, City, State 93046"
3450,P610,C174,Sony WH-1000XM5 Headphones,Electronics,North America,2024-11-20,4,441.19,0.04,17.32,PayPal,Customer_93,customer_93@email.com,"970 Main St, City, State 50136"
7841,P802,C586,iPhone 15 Pro,Shoes,South America,2024-05-22,4,619.74,0.14,5.68,Credit Card,Customer_90,customer_90@email.com,"644 Main St, City, State 55395"
3378,P984,C918,Levi's 501 Jeans,Electronics,South America,2024-03-09,1,1005.48,0.11,12.24,PayPal,Customer_82,customer_82@email.com,"360 Main St, City, State 30803"
6694,P181,C518,Sony WH-1000XM5 Headphones,Shoes,South America,2024-03-10,1,1291.29,0.1,21.77,PayPal,Customer_77,customer_77@email.com,"218 Main St, City, State 14811"
7605,P760,C918,UltraBoost Running Shoes,Electronics,Asia,2024-05-16,4,73.5,0.18,15.9,PayPal,Customer_2,customer_2@email.com,"29 Main St, City, State 29634"
4249,P156,C945,iPhone 15 Pro,Electronics,North America,2024-11-01,1,286.6,0.12,11.5,Credit Card,Customer_77,customer_77@email.com,"672 Main St, City, State 28502"
8560,P705,C800,iPhone 15 Pro,Electronics,North America,2024-02-27,4,880.24,0.16,28.0,Debit Card,Customer_7,customer_7@email.com,"329 Main St, City, State 43140"
4354,P501,C752,UltraBoost Running Shoes,Electronics,Europe,2024-07-08,5,226.64,0.14,16.29,Credit Card,Customer_1,customer_1@email.com,"450 Main St, City, State 10386"
2340,P316,C655,Levi's 501 Jeans,Electronics,South America,2024-09-11,4,683.65,0.18,11.47,Debit Card,Customer_44,customer_44@email.com,"979 Main St, City, State 85923"
9054,P451,C371,iPhone 15 Pro,Electronics,Asia,2024-05-26,5,1022.47,0.15,8.19,Credit Card,Customer_63,customer_63@email.com,"511 Main St, City, State 51184"
3974,P657,C528,Levi's 501 Jeans,Shoes,North America,2024-11-26,3,740.46,0.03,29.57,Credit Card,Customer_64,customer_64@email.com,"267 Main St, City, State 27033"
9865,P540,C262,UltraBoost Running Shoes,Clothing,South America,2024-10-26,4,195.53,0.1,9.63,Credit Card,Customer_8,customer_8@email.com,"3 Main St, City, State 21384"
8611,P302,C405,iPhone 15 Pro,Shoes,North America,2024-08-11,1,90.26,0.17,29.37,PayPal,Customer_41,customer_41@email.com,"118 Main St, City, State 82364"
7977,P209,C680,UltraBoost Running Shoes,Electronics,Asia,2024-03-14,5,650.86,0.19,29.56,Debit Card,Customer_22,customer_22@email.com,"974 Main St, City, State 85505"
4093,P771,C820,iPhone 15 Pro,Shoes,South America,2024-03-20,2,214.24,0.17,10.32,PayPal,Customer_1,customer_1@email.com,"396 Main St, City, State 88870"
7234,P575,C788,Levi's 501 Jeans,Electronics,North America,2024-08-15,4,954.62,0.17,15.72,Credit Card,Customer_23,customer_23@email.com,"299 Main St, City, State 35578"
2244,P247,C823,Sony WH-1000XM5 Headphones,Electronics,North America,2024-12-06,4,375.7,0.02,22.09,PayPal,Customer_92,customer_92@email.com,"799 Main St, City, State 44189"
7944,P270,C292,UltraBoost Running Shoes,Clothing,North America,2024-12-02,2,1339.22,0.19,7.78,PayPal,Customer_67,customer_67@email.com,"884 Main St, City, State 83008"
6478,P179,C664,Sony WH-1000XM5 Headphones,Clothing,North America,2024-09-11,5,1440.78,0.16,7.0,Debit Card,Customer_55,customer_55@email.com,"124 Main St, City, State 91810"
9283,P876,C564,UltraBoost Running Shoes,Electronics,South America,2024-12-26,2,336.28,0.13,29.52,PayPal,Customer_7,customer_7@email.com,"28 Main St, City, State 38470"
2633,P851,C381,iPhone 15 Pro,Shoes,Asia,2024-04-30,2,1139.97,0.18,10.73,Credit Card,Customer_64,customer_64@email.com,"61 Main St, City, State 57438"
9366,P236,C403,Levi's 501 Jeans,Clothing,North America,2024-10-02,1,828.69,0.1,10.97,Debit Card,Customer_91,customer_91@email.com,"949 Main St, City, State 58602"
5055,P881,C274,Levi's 501 Jeans,Electronics,Asia,2024-12-03,1,488.34,0.13,5.78,Debit Card,Customer_19,customer_19@email.com,"727 Main St, City, State 20720"
8545,P933,C682,Levi's 501 Jeans,Shoes,North America,2025-01-04,2,1137.05,0.19,25.56,Debit Card,Customer_85,customer_85@email.com,"260 Main St, City, State 91116"
5016,P597,C211,iPhone 15 Pro,Shoes,Asia,2024-04-27,3,625.61,0.16,6.61,Credit Card,Customer_34,customer_34@email.com,"304 Main St, City, State 84674"
4014,P892,C757,iPhone 15 Pro,Clothing,South America,2024-11-11,1,102.64,0.07,10.83,PayPal,Customer_17,customer_17@email.com,"700 Main St, City, State 52707"
